Date_Time,Bottle,Month,Day,Year,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]",Scan,"Time, Elapsed [seconds]","Depth [salt water, m]","Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]","Potential Temperature [ITS-90, deg C]","Pressure, Digiquartz [db]",Conductivity [mS/cm],"Conductivity, 2 [mS/cm]",Specific Conductance [uS/cm],"Oxygen, SBE 43 [mg/l]","Oxygen, SBE 43 [umol/kg]","Oxygen Saturation, Weiss [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Fluorescence, WET Labs ECO-AFL/FL [mg/m^3]",Latitude [deg],Longitude [deg],Julian Days,Time,"Scan, sde","Elapsed, sde","Depth, sde","Temperature, sde","Temperature, 2, sde","Potental Temperature, sde","Pressure, sde","Conductivity, sde","Conductivity, 2, sde","Specific Conductance, sde","Oxygen [mg/l], sde","Oxygen [umol/kg], sde","Weiss [ml/l], sde","Beam Attenuation, sde","Fluorescence, sde","Latitude, sde","Longitude, sde","Julian Days, sde"
Jan-13-2023 19:00:53,1,Jan,13,2023,34.7368,34.7411,42164,1756.79,1502.42,1.6036,1.6035,1.5099,1522.06,30.8914,30.8947,58057.9,6.9917,212.585,7.72858,-0.0018,-0.0005,-58.3333,160.988,13.7923,19:00:53,14,0.595,0.139,0.0002,0.0009,0.0002,0.141,0.000228,0.000833,0.407,0.0049,0.149,4e-05,0.0006,0,0,0,6.8743e-06
Jan-13-2023 19:01:12,2,Jan,13,2023,34.7368,34.7411,42607,1775.25,1500.83,1.6054,1.6037,1.5118,1520.43,30.8922,30.8943,58055.5,7.009,213.111,7.72823,-0.0014,-0.0005,-58.3334,160.988,13.7925,19:01:12,14,0.595,0.146,0.0011,0.0003,0.0011,0.149,0.001072,0.000392,0.636,0.0042,0.128,0.00022,0.0007,0,1e-05,1e-05,6.8743e-06
Jan-13-2023 19:11:08,3,Jan,13,2023,34.7251,34.7293,56919,2371.58,1001.74,1.9698,1.9688,1.9087,1013.61,30.9851,30.9875,57443,6.6791,203.087,7.65692,0.0007,-0.0005,-58.3333,160.988,13.7994,19:11:08,14,0.595,0.213,0.0001,0.0004,0.0001,0.216,0.000166,0.000266,0.411,0.006,0.182,2e-05,0.0007,0,0,1e-05,6.8688e-06
Jan-13-2023 19:11:30,4,Jan,13,2023,34.7251,34.7293,57456,2393.96,999.046,1.9705,1.9694,1.9095,1010.87,30.9844,30.9869,57440.4,6.6802,203.121,7.6568,0.0015,-0.0005,-58.3333,160.988,13.7997,19:11:30,14,0.595,0.246,0.0001,0.0001,0.0001,0.249,0.000169,0.000174,0.447,0.0039,0.118,2e-05,0.0007,0,1e-05,1e-05,6.8467e-06
Jan-13-2023 19:16:11,5,Jan,13,2023,34.7004,34.7046,64195,2674.75,800.507,2.074,2.0732,2.0259,809.594,30.9674,30.9702,57189.3,6.4654,196.593,7.63785,0.0020,-0.0005,-58.3334,160.988,13.8029,19:16:11,14,0.595,0.219,0.0001,0.0002,0.0001,0.222,0.000192,0.000214,0.47,0.0045,0.137,2e-05,0.0006,0,1e-05,0,6.8633e-06
Jan-13-2023 19:16:24,6,Jan,13,2023,34.7007,34.7049,64510,2687.88,801.541,2.0735,2.0727,2.0254,810.642,30.9677,30.9704,57190.8,6.471,196.765,7.63792,0.0032,-0.0005,-58.3333,160.988,13.8031,19:16:24,14,0.595,0.193,0.0002,0.0002,0.0002,0.196,0.000178,0.000131,0.465,0.0029,0.088,3e-05,0.0006,0,0,0,6.9483e-06
Jan-13-2023 19:20:56,7,Jan,13,2023,34.6575,34.6616,71028,2959.46,601.327,2.1919,2.1911,2.1562,607.859,30.9469,30.9496,56903.7,6.2695,190.645,7.61714,0.0035,-0.0011,-58.3333,160.988,13.8062,19:20:56,14,0.595,0.372,0.0003,0.0003,0.0003,0.377,0.000326,0.000307,0.629,0.0042,0.128,6e-05,0.0006,0.0042,1e-05,0,6.9374e-06
Jan-13-2023 19:21:16,8,Jan,13,2023,34.6577,34.6618,71508,2979.46,602.24,2.1916,2.1909,2.156,608.783,30.9473,30.95,56904.8,6.2586,190.316,7.61717,0.0038,-0.0005,-58.3333,160.988,13.8064,19:21:16,14,0.595,0.104,0.0001,0.0002,0.0002,0.105,0.000205,0.000182,0.383,0.0061,0.185,3e-05,0.0005,0,0,0,6.9374e-06
Jan-13-2023 19:25:56,9,Jan,13,2023,34.5626,34.5668,78234,3259.71,400.451,2.3218,2.3211,2.2984,404.603,30.8932,30.8961,56534.7,6.1402,186.731,7.59685,0.0081,-0.0023,-58.3333,160.988,13.8097,19:25:56,14,0.595,0.235,0.0001,0.0001,0.0001,0.238,0.000214,0.000183,0.452,0.0049,0.148,2e-05,0.0006,0.0071,0,1e-05,6.9483e-06
Jan-13-2023 19:26:13,10,Jan,13,2023,34.5625,34.5668,78640,3276.62,401.016,2.3217,2.3211,2.2983,405.174,30.8933,30.8962,56535,6.1414,186.767,7.59687,0.0076,-0.0011,-58.3333,160.988,13.8099,19:26:13,14,0.595,0.053,0.0001,0.0001,0.0001,0.054,0.00015,0.000162,0.346,0.0053,0.161,2e-05,0.0007,0.0042,0,0,6.8743e-06
Jan-13-2023 19:30:55,11,Jan,13,2023,34.2848,34.2887,85403,3558.42,199.662,2.0165,2.0163,2.0058,201.634,30.3138,30.3166,56101.2,7.5995,231.156,7.67048,0.0143,-0.0298,-58.3333,160.988,13.8131,19:30:55,14,0.595,0.617,0.001,0.0013,0.001,0.624,0.000537,0.001001,1.281,0.0079,0.239,0.00016,0.0007,0,0,0,6.8936e-06
Jan-13-2023 19:31:07,12,Jan,13,2023,34.2856,34.2893,85686,3570.21,200.577,2.0258,2.023,2.015,202.558,30.3228,30.3233,56098.7,7.5953,231.028,7.66863,0.0137,-0.0298,-58.3333,160.988,13.8133,19:31:07,14,0.595,0.219,0.0009,0.0019,0.0009,0.221,0.001134,0.001865,0.455,0.0072,0.218,0.0002,0.0009,0,0,0,6.8633e-06
Jan-13-2023 19:33:43,13,Jan,13,2023,33.967,33.9711,89428,3726.12,100.72,1.39,1.3833,1.3853,101.69,29.4795,29.477,55852.8,10.9311,332.559,7.81184,0.0432,-0.0298,-58.3333,160.988,13.8151,19:33:43,14,0.595,0.377,0.022,0.0239,0.022,0.38,0.016833,0.018534,14.995,0.0058,0.176,0.00433,0.002,0,1e-05,1e-05,6.9429e-06
Jan-13-2023 19:33:56,14,Jan,13,2023,33.9656,33.969,89758,3739.88,100.093,1.3899,1.4051,1.3852,101.057,29.478,29.4936,55850.2,10.9614,333.482,7.81194,0.0442,-0.0298,-58.3333,160.988,13.8152,19:33:56,14,0.595,0.13,0.0041,0.0015,0.0041,0.131,0.003096,0.001178,4.329,0.0042,0.129,0.00079,0.0014,0,0,1e-05,6.9401e-06
Jan-13-2023 19:35:40,15,Jan,13,2023,33.9097,33.914,92244,3843.46,76.038,2.2569,2.2519,2.2528,76.766,30.1634,30.1626,55330.7,11.1029,337.824,7.64286,0.1314,-0.0292,-58.3333,160.988,13.8164,19:35:40,14,0.595,0.082,0.003,0.004,0.003,0.083,0.00241,0.003334,1.731,0.0065,0.197,0.00057,0.0035,0.0042,0,1e-05,6.9155e-06
Jan-13-2023 19:35:54,16,Jan,13,2023,33.9106,33.9144,92582,3857.54,75.933,2.2593,2.2588,2.2552,76.66,30.1661,30.1688,55330.8,11.1198,338.337,7.64235,0.1325,-0.0292,-58.3333,160.988,13.8166,19:35:54,14,0.595,0.537,0.0019,0.0018,0.0019,0.542,0.001759,0.001733,0.875,0.0041,0.126,0.00036,0.0025,0.0042,0,1e-05,6.9045e-06
Jan-13-2023 19:36:12,17,Jan,13,2023,33.9107,33.9146,93019,3875.75,75.939,2.2616,2.2607,2.2575,76.666,30.1683,30.1705,55329.9,11.1291,338.62,7.64188,0.1328,-0.0298,-58.3333,160.988,13.8168,19:36:12,14,0.595,0.266,0.0004,0.001,0.0004,0.268,0.000493,0.000959,0.548,0.0034,0.103,8e-05,0.0037,0,0,0,6.8853e-06
Jan-13-2023 19:36:28,18,Jan,13,2023,33.9107,33.9149,93389,3891.17,76.747,2.26,2.259,2.2559,77.482,30.1672,30.1697,55331.3,11.1157,338.213,7.6422,0.1292,-0.0292,-58.3334,160.988,13.817,19:36:28,14,0.595,0.064,0.0018,0.0007,0.0018,0.065,0.001408,0.000539,1.273,0.0041,0.124,0.00034,0.0033,0.0042,0,0,6.91e-06
Jan-13-2023 19:38:03,19,Jan,13,2023,33.9013,33.905,95686,3986.88,49.697,2.5572,2.5537,2.5544,50.169,30.4025,30.4026,55161.4,11.1496,339.253,7.58524,0.1475,-0.0292,-58.3333,160.988,13.8181,19:38:03,14,0.595,0.085,0.0042,0.0021,0.0042,0.085,0.00383,0.001751,1.684,0.0086,0.261,0.00082,0.0015,0.0042,0,1e-05,6.9182e-06
Jan-13-2023 19:38:15,20,Jan,13,2023,33.901,33.905,95960,3998.29,50.663,2.5601,2.5602,2.5573,51.144,30.4053,30.4086,55160.5,11.1732,339.972,7.58469,0.1484,-0.0286,-58.3333,160.988,13.8182,19:38:15,14,0.595,0.075,0.003,0.0014,0.003,0.075,0.002296,0.001197,2.178,0.0053,0.16,0.00055,0.0018,0.0059,1e-05,0,6.9592e-06
Jan-13-2023 19:40:26,21,Jan,13,2023,33.8999,33.9038,99111,4129.58,5.972,2.6192,2.6186,2.6189,6.028,30.4347,30.4374,55095.8,11.1723,339.947,7.57342,0.1515,-0.0298,-58.3334,160.988,13.8197,19:40:26,14,0.595,0.114,0.0006,0.0007,0.0006,0.115,0.000503,0.000493,0.573,0.0139,0.425,0.00011,0.004,0,0,0,6.9155e-06
Jan-13-2023 19:40:39,22,Jan,13,2023,33.8999,33.9038,99416,4142.29,6.752,2.615,2.6145,2.6146,6.815,30.4315,30.4342,55098.4,11.1782,340.126,7.57423,0.1497,-0.0298,-58.3333,160.988,13.8199,19:40:39,14,0.595,0.138,0.0008,0.0012,0.0009,0.139,0.000751,0.0011,0.683,0.0051,0.156,0.00016,0.0028,0,0,0,6.8881e-06
Jan-13-2023 19:40:52,23,Jan,13,2023,33.9,33.9035,99740,4155.79,5.684,2.6149,2.6153,2.6146,5.737,30.431,30.4342,55097.6,11.1787,340.14,7.57423,0.1536,-0.0292,-58.3333,160.988,13.82,19:40:52,14,0.595,0.171,0.0004,0.0003,0.0004,0.173,0.000392,0.001212,0.575,0.0048,0.146,8e-05,0.0062,0.0042,0,1e-05,6.8743e-06
Jan-13-2023 19:41:05,24,Jan,13,2023,33.8997,33.9036,100038,4168.21,6.92,2.6194,2.6189,2.619,6.985,30.4352,30.4379,55096.3,11.1971,340.701,7.57339,0.1513,-0.0298,-58.3333,160.988,13.8202,19:41:05,14,0.595,0.267,0.0006,0.0005,0.0006,0.269,0.000599,0.000588,0.62,0.0068,0.205,0.00011,0.003,0,0,2e-05,6.899e-06
